date,value
2019-07-18,65418.786281
2019-07-21,65755.823988
2019-07-24,66099.436059
2019-07-27,67394.895324
2019-07-30,67755.088896
2019-08-02,68425.626147
2019-08-05,68729.146908
2019-08-08,70141.465964
2019-08-11,70494.597885
2019-08-14,71544.737504
2019-08-17,71866.183742
2019-08-20,72955.494588
2019-08-23,74156.34867
2019-08-26,74856.03685
2019-08-29,75195.311819
2019-09-01,76156.254615
2019-09-04,77821.018048
2019-09-07,78178.930354
2019-09-10,78529.411654
2019-09-13,78912.518748
2019-09-16,79247.209981
2019-09-19,79606.924249
2019-09-22,79964.396641
2019-09-25,80311.112835
2019-09-28,83048.669502
2019-10-01,83358.53951
2019-10-04,83722.558259
2019-10-07,85072.656709
2019-10-10,85427.273541
2019-10-13,85770.8187
2019-10-16,86165.960872
2019-10-19,86526.98284
2019-10-22,86886.966479
2019-10-25,87231.589421
2019-10-27,88297.71735
2019-10-30,89065.927425
2019-11-02,89429.116153
2019-11-05,89785.259703
2019-11-08,90173.24093
2019-11-11,90562.531967
2019-11-14,90927.621759
2019-11-17,91339.077015
2019-11-20,92110.198686
2019-11-23,92552.1413
2019-11-26,92954.675213
2019-11-29,94571.38799
2019-12-02,94967.672986
2019-12-05,95728.727328
2019-12-08,96163.227383
2019-12-11,96508.819552
2019-12-14,98590.585191
2019-12-17,98995.768556
2019-12-20,99364.754369
2019-12-23,99786.247964
2019-12-26,102318.392564
2019-12-29,102763.083275
2020-01-01,103161.407425
2020-01-04,103590.004948
2020-01-07,104028.658475
2020-01-10,104862.504578
2020-01-13,105324.057034
2020-01-16,107503.655104
2020-01-19,107947.899258
2020-01-22,108375.42017
2020-01-25,108813.851508
2020-01-28,109203.443318
2020-01-31,109610.313779
2020-02-03,110432.543145
2020-02-06,110891.281675
2020-02-09,111306.811016
2020-02-12,111730.695199
2020-02-15,113000.355878
2020-02-18,114745.060056
2020-02-21,115192.297105
2020-02-24,115661.774535
2020-02-27,116089.452949
2020-03-01,116542.950881
2020-03-04,116992.823811
2020-03-07,119834.030345
2020-03-10,120304.754356
2020-03-13,120721.30214
2020-03-16,121146.929861
2020-03-19,121571.085434
2020-03-22,121990.991627
2020-03-25,122802.5087
2020-03-28,124440.42426
2020-04-01,124898.03749
2020-04-04,125281.276666
2020-04-07,126157.359942
2020-04-10,128630.800826
2020-04-13,129033.251271
2020-04-16,129435.255265
2020-04-19,129884.324518
2020-04-22,130298.285653
2020-04-25,130656.264574
2020-04-28,132725.330135
