date,value
2015-07-30,0.0272119781252705
2015-07-31,0.0479335803236398
2015-08-01,0.0543474632366013
2015-08-02,0.0632866584607851
2015-08-03,0.0688128311935261
2015-08-04,0.0755807880342778
2015-08-05,0.0804675676004759
2015-08-06,0.0817631638140986
2015-08-07,0.0883419303707688
2015-08-08,0.0964831071616326
2015-08-09,0.101359674382084
2015-08-10,0.111855484194767
2015-08-11,0.124449902409336
2015-08-12,0.130915032416523
2015-08-13,0.143056636363579
2015-08-14,0.179594595227737
2015-08-15,0.210530124619289
2015-08-16,0.215717629260323
2015-08-17,0.241920987638493
2015-08-18,0.250772424488451
2015-08-19,0.265572407379485
2015-08-20,0.208179649440934
2015-08-21,0.260000349573678
2015-08-22,0.294632621132977
2015-08-23,0.29808919024565
2015-08-24,0.310769917558956
2015-08-25,0.305265964761222
2015-08-26,0.323633506262941
2015-08-27,0.322899375027665
2015-08-28,0.33660581293319
2015-08-29,0.333576122685001
2015-08-30,0.326130346124924
2015-08-31,0.344156834755417
2015-09-01,0.348326154268698
2015-09-02,0.343209216883069
2015-09-03,0.327088889869291
2015-09-04,0.332865484808825
2015-09-05,0.355329698211909
2015-09-06,0.363368192852201
2015-09-07,0.354665488602261
2015-09-08,0.346384777167368
2015-09-09,0.361394179029549
2015-09-10,0.364349878063079
2015-09-11,0.390750041844249
2015-09-12,0.397402837821797
2015-09-13,0.404061403207807
2015-09-14,0.372284107600736
2015-09-15,0.359772032082706
2015-09-16,0.354623505016758
2015-09-17,0.336290284200289
2015-09-18,0.320001546942883
2015-09-19,0.326124469603719
2015-09-20,0.380795665300636
2015-09-21,0.38425813318929
2015-09-22,0.387369987115674
2015-09-23,0.412255178551145
2015-09-24,0.40859970523688
2015-09-25,0.413975504474069
2015-09-26,0.412415443726036
2015-09-27,0.400885724259864
2015-09-28,0.370098828603301
2015-09-29,0.32535643116244
2015-09-30,0.309850132700053
2015-10-01,0.340903319439569
2015-10-02,0.356107406300401
2015-10-03,0.369863477061816
2015-10-04,0.351039142294178
2015-10-05,0.364383174429479
2015-10-06,0.349124712624149
2015-10-07,0.346501368036553
2015-10-08,0.356495289911204
2015-10-09,0.347612594199429
2015-10-10,0.341791045590625
2015-10-11,0.360582401138147
2015-10-12,0.366284833687559
2015-10-13,0.375906095792244
2015-10-14,0.370330046490726
2015-10-15,0.353976829480264
2015-10-16,0.328686802505119
2015-10-17,0.351429821267409
2015-10-18,0.342015091017267
2015-10-19,0.341093109129236
2015-10-20,0.337069886597399
2015-10-21,0.339435533109054
2015-10-22,0.32090621473129
2015-10-23,0.358255652152413
2015-10-24,0.376369385291649
2015-10-25,0.388693629451373
2015-10-26,0.371840299527095
2015-10-27,0.395283122456269
2015-10-28,0.393606684434984
2015-10-29,0.420224466210139
2015-10-30,0.449877398231875
2015-10-31,0.462672220133489
2015-11-01,0.464494054756341
2015-11-02,0.447200654207631
2015-11-03,0.431525046907573
2015-11-04,0.459284719433839
2015-11-05,0.447986341678588
2015-11-06,0.45195940361169
2015-11-07,0.430152476450927
2015-11-08,0.448105416119846
2015-11-09,0.450916746906626
2015-11-10,0.453807574211324
2015-11-11,0.446544184021158
2015-11-12,0.455378899182375
2015-11-13,0.466321361890632
2015-11-14,0.469575792237185
2015-11-15,0.49687708999755
2015-11-16,0.485675675624586
2015-11-17,0.487255568354369
2015-11-18,0.502175039001543
2015-11-19,0.50731487854786
2015-11-20,0.435892629374676
2015-11-21,0.44292449923727
2015-11-22,0.440229489958747
2015-11-23,0.44578153246886
2015-11-24,0.444013799863641
2015-11-25,0.429825063089065
2015-11-26,0.42879463331655
2015-11-27,0.447370515172587
2015-11-28,0.447621071121261
2015-11-29,0.451396913568562
2015-11-30,0.457643332920761
2015-12-01,0.462969416739874
2015-12-02,0.436515545306614
2015-12-03,0.457187773774719
2015-12-04,0.454008161200215
2015-12-05,0.473004204482828
2015-12-06,0.446464119432817
2015-12-07,0.440068589665084
2015-12-08,0.429041535795657
2015-12-09,0.443002831362164
2015-12-10,0.462901867793684
2015-12-11,0.472279788437054
2015-12-12,0.472736690145396
2015-12-13,0.517681046152961
2015-12-14,0.496527955334348
2015-12-15,0.514672877889511
2015-12-16,0.493834257487907
2015-12-17,0.511658178209093
2015-12-18,0.510246210215857
2015-12-19,0.50836542396101
2015-12-20,0.488991478981582
2015-12-21,0.49038267906682
2015-12-22,0.518807578876428
2015-12-23,0.504893304103431
2015-12-24,0.497600605300634
2015-12-25,0.502515451665638
2015-12-26,0.489964859719215
2015-12-27,0.499111231296533
2015-12-28,0.501811751539234
2015-12-29,0.496220246048438
2015-12-30,0.493595382749891
2015-12-31,0.498269651065245
2016-01-01,0.483217172570618
2016-01-02,0.480767233653097
2016-01-03,0.494175132642186
2016-01-04,0.491669516416654
2016-01-05,0.492788265556594
2016-01-06,0.496249809854807
2016-01-07,0.473369433135996
2016-01-08,0.497670877699048
2016-01-09,0.497718312684798
2016-01-10,0.491594800172945
2016-01-11,0.521793689302361
2016-01-12,0.507370321934664
2016-01-13,0.491295876933386
2016-01-14,0.51495491232934
2016-01-15,0.529688524676535
2016-01-16,0.537548256057869
2016-01-17,0.528553523514628
2016-01-18,0.555148743560846
2016-01-19,0.548841034884317
2016-01-20,0.549097850171391
2016-01-21,0.551330029401315
2016-01-22,0.573484339420624
2016-01-23,0.573856658709611
2016-01-24,0.606592233141845
2016-01-25,0.583595333567097
2016-01-26,0.632694229198361
2016-01-27,0.624104319807262
2016-01-28,0.612189118097928
2016-01-29,0.62743033871697
2016-01-30,0.631555552010141
