date,usd,btc
2015-10-22,0.546183513734658,0.001983129459483545
2015-10-23,0.56491,0.0020275810894268766
2015-10-24,0.55606,0.0019606422875924887
2015-10-25,0.624364857977791,0.002182714655060219
2015-10-26,0.700519544126242,0.002443359883804425
2015-10-27,0.83,0.002808200762904258
2015-10-28,0.99,0.0032518498909737885
2015-10-29,1.17940672121566,0.003745581603165012
2015-10-30,1.12067336586791,0.003411566401065279
2015-10-31,0.889342571595558,0.002831223621677413
2015-11-01,0.99,0.003001325788877004
2015-11-02,0.9878,0.0027091468796444137
2015-11-03,1.04736265341905,0.0026123778845130365
2015-11-04,0.799,0.0019704959225230797
2015-11-05,0.87638,0.0022802133823428875
2015-11-06,0.959652834599649,0.002572965371399886
2015-11-07,0.911850192869667,0.0023592223969169965
2015-11-08,1,0.0026852837045863867
2015-11-09,0.998,0.002622894676438655
2015-11-10,0.901914669783752,0.002669725390521077
2015-11-11,0.750047340736411,0.002427949092285296
2015-11-12,0.88,0.0026072298175655925
2015-11-13,0.89998421975453,0.002668367527362849
2015-11-14,0.88,0.0026422687776771745
2015-11-15,0.91,0.002844389795487402
2015-11-16,0.914427235534775,0.002761512730263753
2015-11-17,0.999284628872005,0.0029753915895131817
2015-11-18,0.996753607247224,0.0029687860635058067
2015-11-19,0.94,0.002881383741249492
2015-11-20,0.92,0.002857671122916791
2015-11-21,0.96,0.002945641579941714
2015-11-22,0.97,0.0029964447389985624
2015-11-23,0.92,0.002848186492873838
2015-11-24,0.910014781998831,0.0028441396544758553
2015-11-25,0.87,0.00264469476680692
2015-11-26,0.858832719462303,0.0024107226966081107
2015-11-27,0.88,0.002449419321420223
2015-11-28,0.907557786090006,0.0025452634846783216
2015-11-29,0.87,0.00234054932082646
2015-11-30,0.88,0.0023318062837279353
2015-12-01,0.863293395675044,0.0023812863437682914
2015-12-02,0.82,0.0022827084016131165
2015-12-03,0.83,0.0022978318527817655
2015-12-04,0.84,0.0023125102589445145
2015-12-05,0.86993,0.0022342392370603664
2015-12-06,0.82499,0.0020975079460974484
2015-12-07,0.78994398012858,0.0019981049630915
2015-12-08,0.79461,0.0019202817118100042
2015-12-09,0.80511,0.001927794579863964
2015-12-10,0.84374,0.0020295387718210355
2015-12-11,0.899800105201637,0.001982543451245789
2015-12-12,0.96,0.0022025637170663553
2015-12-13,0.91994,0.002117708699786912
2015-12-14,0.99,0.002234804902933103
2015-12-15,1,0.0021523063594482174
2015-12-16,0.8671,0.0019093126375680737
2015-12-17,0.94,0.002060318522395596
2015-12-18,0.9,0.0019431068264511285
2015-12-19,0.893520944476914,0.0019365433956187834
2015-12-20,0.96,0.0021711892724532787
2015-12-21,0.91,0.0020793339978447713
2015-12-22,0.88,0.0020217411657265597
2015-12-23,0.87093,0.00196746652555182
2015-12-24,0.87,0.0019084023340577069
2015-12-25,0.865924904734074,0.0019001297634600866
2015-12-26,0.853,0.0020395889155138424
2015-12-27,0.86893,0.0020556372913020367
2015-12-28,0.842445938047925,0.0020008079242756923
2015-12-29,0.86,0.001993786705307733
2015-12-30,0.896515517241379,0.0021042809195140682
2015-12-31,0.94884,0.0022082626279983308
2016-01-01,0.92037,0.002117360405604869
2016-01-02,0.94999,0.002186700737467191
2016-01-03,0.957062928112215,0.002225023080100369
2016-01-04,0.95,0.0021917228172346165
2016-01-05,0.9426,0.0021785681548393784
2016-01-06,0.95,0.002205824972466879
2016-01-07,0.939947483343074,0.002046884111515041
2016-01-08,0.985,0.002168961321875463
2016-01-09,0.969910045587376,0.0021560972764753774
2016-01-10,1,0.002229255691132782
2016-01-11,1.07090673290473,0.002384917349334056
2016-01-12,1.17745,0.002665312066435244
2016-01-13,1.13743,0.0026310478646141607
2016-01-14,1.16592069608416,0.0027125586264846596
2016-01-15,1.29089104734074,0.0035095422141696716
2016-01-16,1.21179,0.0031225970537491527
2016-01-17,1.31093687901812,0.0034274464747282374
2016-01-18,1.46624418176505,0.003809760687971208
2016-01-19,1.35304659848042,0.003577957548263623
2016-01-20,1.45662153009936,0.0034630103268371926
2016-01-21,1.49593,0.003654863497889083
2016-01-22,1.52,0.003989014889342571
2016-01-23,2.01225053594389,0.005208083955018322
2016-01-24,2.1013847849211,0.005208577996526596
2016-01-25,2.53372158971362,0.0064638047295336966
2016-01-26,2.38058670368206,0.006086232141499072
2016-01-27,2.40130981823495,0.006085003283878483
2016-01-28,2.54645331911163,0.0067206297913461445
2016-01-29,2.48763545119813,0.006563682018941695
2016-01-30,2.44067,0.006469416373314356
2016-01-31,2.24267177966102,0.006121803375135029
2016-02-01,2.16739736703682,0.005838525163444781
2016-02-02,2.44653,0.006560334486514669
2016-02-03,2.53,0.00687316578730181
2016-02-04,2.55007,0.006543287074228687
2016-02-05,2.56451,0.006671489544993479
2016-02-06,2.54902,0.006804071793794534
2016-02-07,2.89807110052601,0.007725018891252586
2016-02-08,3.18377219345412,0.00858589261889139
2016-02-09,3.89347676504968,0.01042397781216954
2016-02-10,4.37768284453536,0.01154809719629382
2016-02-11,5.87194032261835,0.015549076645525158
2016-02-12,5.47040384395091,0.014309398819516683
2016-02-13,5.21879062419638,0.013395307037248566
2016-02-14,5.15584398305085,0.012694412124214004
2016-02-15,5.15268737580363,0.012905347529220363
2016-02-16,4.26236679544126,0.010471737208771113
2016-02-17,3.81098028872005,0.009175918676305283
2016-02-18,4.366827735827,0.010365380685865061
2016-02-19,4.58564058328463,0.010927909155853946
2016-02-20,4.35048920105202,0.009883078383679472
2016-02-21,4.62442860549386,0.010540762283207203
2016-02-22,5.59370853594389,0.012784588120464426
2016-02-23,5.60993619696084,0.013355954503690634
2016-02-24,6.23428100935126,0.014703662437249994
2016-02-25,6.07227434482759,0.0143183330997651
2016-02-26,5.87555043717125,0.013608300740814571
2016-02-27,6.31073388778492,0.014576198833510396
2016-02-28,6.49883606838106,0.01500531543679473
2016-02-29,6.33325343074226,0.01446688551674999
2016-03-01,7.52637569959088,0.01738964623976648
2016-03-02,8.51878790765634,0.02013518045826568
2016-03-03,9.28491024430157,0.022145482258355196
2016-03-04,9.97869814319112,0.02445818370400675
2016-03-05,10.7510062758621,0.027059187424751236
2016-03-06,10.9844067209234,0.027208980865318436
2016-03-07,9.47688401578024,0.022933713796389858
2016-03-08,9.7728496277031,0.02375360511570339
2016-03-09,11.8170986516657,0.02864468536369086
2016-03-10,11.1656511233197,0.026818528647359077
2016-03-11,11.122905396844,0.026513918887090933
2016-03-12,13.283658818235,0.03237830648308594
2016-03-13,14.3400544862653,0.034822364363470554
2016-03-14,12.311385849211,0.02966406310087103
2016-03-15,13.0422990222092,0.031407065471781986
2016-03-16,12.7028209514904,0.03046063857921168
2016-03-17,11.0503306107539,0.026397967072978385
2016-03-18,10.8461398468732,0.02652506172867913
2016-03-19,10.5016330590298,0.025668555315751417
2016-03-20,10.2405717878434,0.024852321245168816
2016-03-21,11.8347655233781,0.02875295071476755
2016-03-22,11.2960089403857,0.027115953947038213
2016-03-23,12.4052275651666,0.029721783760831375
2016-03-24,11.167820943308,0.027004097264083114
2016-03-25,10.6561121274109,0.02559269185812262
2016-03-26,11.0021322945646,0.026395207901138876
2016-03-27,10.3864397071888,0.024412548183475123
2016-03-28,11.6568222752776,0.027562878673066966
2016-03-29,11.6889505213326,0.02810763935955528
2016-03-30,11.8662580976037,0.028747333398701874
2016-03-31,11.3805020005845,0.02735981643662539
2016-04-01,11.634682565751,0.027887497969393073
2016-04-02,11.6253264757452,0.027694972891040878
2016-04-03,11.6097399362946,0.027637396207259274
2016-04-04,11.1254464348334,0.026518155915620917
2016-04-05,10.4364448877849,0.02470156493444314
2016-04-06,10.7240740794857,0.02541808791677665
2016-04-07,10.0923154412624,0.02394567112512996
2016-04-08,9.71449246171829,0.023204691765565756
2016-04-09,9.10883037872589,0.02175198219114307
2016-04-10,8.87182292402104,0.021025544614110596
2016-04-11,8.69525671537113,0.020542902125321814
2016-04-12,7.4949641735827,0.017535046967327945
2016-04-13,8.04542446054939,0.018936090515305568
2016-04-14,8.45583827527761,0.019856069801619077
2016-04-15,8.21057201344243,0.0190622394640669
2016-04-16,8.57401139099942,0.01983731555809778
2016-04-17,9.33850245178258,0.021750834145184243
2016-04-18,8.98708852425482,0.0209168939684142
2016-04-19,8.74754864932788,0.019991256517859837
2016-04-20,8.50508721332554,0.0192135170279137
2016-04-21,8.15181716540035,0.018028424410007734
2016-04-22,7.90673911747516,0.017643677301029472
2016-04-23,8.41247736469901,0.01853316700034225
2016-04-24,8.00785114552893,0.017281284310284646
2016-04-25,7.51964895265927,0.016160305781419228
2016-04-26,7.43243647223846,0.01582686915943162
2016-04-27,7.79292508533022,0.017483074494243456
2016-04-28,7.25401684395091,0.016082152818800054
2016-04-29,7.4498408755114,0.016301265710570164
2016-04-30,8.81711589421391,0.019597924869492127
2016-05-01,8.77974883343074,0.019295696194272554
2016-05-02,10.0712527831677,0.022635433645186567
2016-05-03,9.36254626475746,0.020730620412938636
2016-05-04,9.37736405669199,0.02091443799534577
2016-05-05,9.76751992986558,0.021737671485231272
2016-05-06,9.37613761835184,0.020308127057181255
2016-05-07,9.38955362945646,0.020351820988890337
2016-05-08,9.50255639976622,0.020595993814062706
2016-05-09,9.35556831794272,0.02018625829354563
2016-05-10,9.39206859146698,0.020821307744577067
2016-05-11,9.93194304792519,0.021881524332378513
2016-05-12,10.0866100637054,0.022138826659087157
2016-05-13,10.6019870642899,0.023186822996651122
2016-05-14,10.2316977346581,0.022334122821435633
2016-05-15,9.98070815254237,0.021656810129756263
2016-05-16,11.114176936879,0.024414738785857502
2016-05-17,12.1861296873174,0.026868577119361248
2016-05-18,13.3669491794272,0.029411123257383452
2016-05-19,14.4955469053185,0.03311570923225072
2016-05-20,13.6553194693162,0.030866677816766223
2016-05-21,14.0069761648159,0.03154168778847894
2016-05-22,14.2251007592051,0.032288777329887816
2016-05-23,13.3380535230859,0.03002679349232416
2016-05-24,12.7534579099942,0.02861608460765451
2016-05-25,12.5230016165985,0.0277949500803189
2016-05-26,12.5269520222092,0.02756607048542959
2016-05-27,11.2072346171829,0.023753193656346577
2016-05-28,11.8741358088837,0.022365603278483547
2016-05-29,12.382008962595,0.02347079084759296
2016-05-30,12.6808595523086,0.023769489027611057
2016-05-31,14.0467417369959,0.02645617968003675
2016-06-01,13.9132192115722,0.0258795855818262
2016-06-02,13.8279425201636,0.02566570264266772
2016-06-03,13.8905734938632,0.024361905411758956
2016-06-04,13.7240073641146,0.023898337260674037
2016-06-05,13.932690873758,0.02422496799383006
2016-06-06,13.9915409222677,0.02388217152474528
2016-06-07,14.5364203635301,0.025129115502309878
2016-06-08,14.5036702378726,0.024873487050471963
2016-06-09,14.4792054728229,0.025089521448567444
2016-06-10,13.9494789590883,0.02405849989006861
2016-06-11,14.2295804792519,0.02350250374305381
2016-06-12,15.7741600157802,0.023529742609693673
2016-06-13,17.6730242136178,0.025092258626807366
2016-06-14,18.7374935756867,0.027356069129412314
2016-06-15,18.4093292127411,0.026488187505669128
2016-06-16,20.728866373758,0.02701110933930247
2016-06-17,15.4545176265342,0.02060562144715103
2016-06-18,11.2595861858562,0.014848678341181518
2016-06-19,12.3184533749269,0.016065442622738502
2016-06-20,11.6931481367621,0.016184345146758865
2016-06-21,13.0507380344828,0.019490227127239863
2016-06-22,13.2261549602572,0.022235073582427597
2016-06-23,13.7982121712449,0.021982951998802503
2016-06-24,14.3846063056692,0.02165942148988501
2016-06-25,14.348954899474,0.021452445645496438
2016-06-26,13.8508364576271,0.021970311147171205
2016-06-27,14.0692094097019,0.02157044294303385
2016-06-28,12.1880433097604,0.01883141204363905
2016-06-29,12.7123285505552,0.019906984603153162
2016-06-30,12.4567760923437,0.018474056986385514
2016-07-01,12.2765263693746,0.018120002863088423
2016-07-02,12.1115057475161,0.017234706324840934
2016-07-03,11.808243704851,0.017822416683486456
2016-07-04,11.4185644190532,0.016795897876940122
2016-07-05,10.5196850140269,0.015744119438105948
2016-07-06,10.5590482302747,0.015581830528349867
2016-07-07,10.1132561992987,0.015800648490768357
2016-07-08,11.3497097738165,0.017065905750162032
2016-07-09,10.9529740350672,0.016800536672682036
2016-07-10,10.9615454120397,0.016864970962148836
2016-07-11,10.5665038094681,0.01624934511448073
2016-07-12,10.5533483343074,0.0157507224651819
2016-07-13,10.4472725622443,0.015869268027410784
2016-07-14,11.5363697253068,0.017455387634631364
2016-07-15,11.9935055680888,0.01798777591868236
2016-07-16,11.7186658790181,0.01761475317723575
2016-07-17,11.256689301578,0.016527471963652896
2016-07-18,11.082677006429,0.016415896922388325
2016-07-19,11.6756251139684,0.017305930214288213
2016-07-20,12.5035100672122,0.0187373138676424
2016-07-21,12.7455916423144,0.01911308150001829
2016-07-22,14.824882893045,0.02278777752006594
2016-07-23,14.4444565990649,0.021972834278685818
2016-07-24,12.7206305338983,0.019233060659314943
2016-07-25,13.8402949456458,0.021126364428131046
2016-07-26,11.9632849389246,0.018274982571439245
2016-07-27,13.0615638901227,0.019902572804035904
2016-07-28,12.8882031560491,0.01964076930017554
2016-07-29,12.8780128211572,0.019584616553091926
2016-07-30,12.5187606575102,0.019102062390026705
2016-07-31,11.9461159415546,0.01911976656281467
2016-08-01,11.0070294517826,0.018148164252130682
2016-08-02,8.35610662244301,0.015856557011299486
2016-08-03,10.5420244903565,0.018483526229055528
2016-08-04,11.2604717407949,0.019296757887534946
2016-08-05,11.1665537159556,0.01921029013402606
2016-08-06,10.9901114880187,0.018602229185553567
2016-08-07,11.0233006756283,0.018534894153892208
2016-08-08,11.3098848924605,0.019116506232580564
2016-08-09,12.3070738457043,0.02093281357759494
2016-08-10,12.094597383986,0.020500403137029125
2016-08-11,11.7053606078317,0.019853529251365236
2016-08-12,11.7980366867329,0.02009231005846245
2016-08-13,11.5771173313852,0.01977765220512777
2016-08-14,11.2605888357686,0.019707462023693834
2016-08-15,11.1594932787843,0.019696776685750907
2016-08-16,11.1599375049679,0.019293999928512665
2016-08-17,10.8013383448276,0.01882869267915313
2016-08-18,10.7569965517241,0.0187644989281916
2016-08-19,10.7463138515488,0.018723156185388796
2016-08-20,11.2954566779661,0.019414770643922788
2016-08-21,11.1615502969024,0.019217803612975003
2016-08-22,11.0871430450029,0.018953291753337976
2016-08-23,10.9988015020456,0.018877922569159537
2016-08-24,11.0160879602572,0.019035861573699863
2016-08-25,11.3389093699591,0.01968446386922657
2016-08-26,11.2794702279369,0.01948516861347457
2016-08-27,11.1837917556984,0.019613771070826107
2016-08-28,11.0071141431911,0.019139304461390706
2016-08-29,10.9581454997078,0.019109846880124844
2016-08-30,11.2509861542957,0.019543286818253944
2016-08-31,11.6065258129749,0.020281457825943185
2016-09-01,12.1157511525424,0.02117317660136067
2016-09-02,12.1418857457627,0.02104871940385941
2016-09-03,11.8944626241964,0.019811741623026412
2016-09-04,11.7517066943308,0.019248087939752266
2016-09-05,11.7740570724722,0.019380303701416364
2016-09-06,11.7258868883694,0.019128831592752665
2016-09-07,11.586400940678,0.018819485340779016
2016-09-08,11.4100041174752,0.018095315208938815
2016-09-09,11.6603326066628,0.01871708917010515
2016-09-10,12.1512841496201,0.01944975237076359
2016-09-11,11.6625664564582,0.019174073477357185
2016-09-12,11.9029244231444,0.019586605260592208
2016-09-13,11.9358937463472,0.01960901197620661
2016-09-14,11.9219326843951,0.01956297448421295
2016-09-15,11.9770412472238,0.01972925044298317
2016-09-16,12.6065540923437,0.020741067062125598
2016-09-17,12.8097695207481,0.02109015599262623
2016-09-18,12.4434286271186,0.020347911332107154
2016-09-19,13.0277880993571,0.021396620212349532
2016-09-20,14.7165246510812,0.024190019809935896
2016-09-21,13.7703979170076,0.023068089125325583
2016-09-22,13.1966770894214,0.022158258746569473
2016-09-23,13.3695272238457,0.022194551930637584
2016-09-24,12.9613744593805,0.021505966982885382
2016-09-25,13.085549912332,0.021787097645147444
2016-09-26,12.862145917592,0.021197421024125872
2016-09-27,13.0980911209819,0.02164431329885711
2016-09-28,13.3183411092928,0.022025200220065738
2016-09-29,13.133496025716,0.021700992116348673
2016-09-30,13.2596977603741,0.02177770023086981
2016-10-01,13.2374148895383,0.021509965079503
2016-10-02,13.2839713617767,0.02171475640912406
2016-10-03,13.5005305698422,0.022038431763020998
2016-10-04,13.3260360841613,0.02184567854195596
2016-10-05,13.0834668217417,0.021373052764326567
2016-10-06,12.8729818819404,0.02104250641933211
2016-10-07,12.6904481753361,0.02053783946273043
2016-10-08,12.2435036364699,0.019769875394688805
2016-10-09,12.0857872589129,0.01958477858511477
2016-10-10,11.7732482127411,0.019047937424712807
2016-10-11,11.7647782507306,0.018297229879211434
2016-10-12,11.8266073921683,0.018577828789412023
2016-10-13,11.9585693606078,0.018819231225216386
2016-10-14,11.9049818819404,0.018613572218858346
2016-10-15,11.957119257744,0.018762629806327445
2016-10-16,11.96180171128,0.018605629252548397
2016-10-17,11.9689210987727,0.018726675270677604
2016-10-18,12.5500731595558,0.01974596762137834
2016-10-19,11.9925057539451,0.019046585776431292
2016-10-20,12.0624716101695,0.01918945704305295
2016-10-21,12.0819085330216,0.019150086761084394
2016-10-22,12.043858585038,0.01840137473371066
2016-10-23,11.9570144576271,0.01834004934463389
2016-10-24,11.9264431618936,0.018347607245580506
2016-10-25,11.3266441046172,0.017271688860112076
2016-10-26,11.4940479836353,0.01702544801378402
2016-10-27,11.4758968591467,0.01671596056071146
2016-10-28,11.1283608649912,0.016118933223365235
2016-10-29,10.4133396382233,0.014555043095284674
2016-10-30,11.2365086464056,0.016067455765534436
2016-10-31,10.976982628872,0.015706135803814525
2016-11-01,10.8072025587376,0.01479266479155626
2016-11-02,10.8340809251899,0.014633391429789346
2016-11-03,10.8688609450614,0.015753360347544865
2016-11-04,11.1541980824079,0.01581186821554846
2016-11-05,11.1425230835769,0.015764315830772924
2016-11-06,10.9939136177674,0.015356839690624203
2016-11-07,10.9156866861485,0.015457344980112527
2016-11-08,10.8588094389246,0.015254653851841082
2016-11-09,10.6574666475745,0.014771232631965166
2016-11-10,10.5204114956166,0.01474670478068304
2016-11-11,10.290054452367,0.014377542061678765
2016-11-12,9.88841032670953,0.01404907967740742
2016-11-13,10.1176767387493,0.014379330040977223
2016-11-14,10.0172283571011,0.014195875342659073
2016-11-15,10.2417277703098,0.014377439047177365
2016-11-16,10.0225825832846,0.013506611407606579
2016-11-17,9.93872796025716,0.013516229538364571
2016-11-18,9.51819493395675,0.012698059039532713
2016-11-19,9.7004858679135,0.012913082290753823
2016-11-20,9.58891222559906,0.013129186750817352
2016-11-21,9.53756317708942,0.012949725372906866
2016-11-22,9.85380703156049,0.013173579707298303
2016-11-23,9.79015008942139,0.013207794897872622
2016-11-24,9.22138124488603,0.012506027009098473
2016-11-25,9.41386307305669,0.01272685065325792
2016-11-26,9.31205627118644,0.012675449784520919
2016-11-27,8.91463851198129,0.012249738702350963
2016-11-28,8.68169444944477,0.011891388497401002
2016-11-29,8.16833660783168,0.011164322286219809
2016-11-30,8.60721732904734,0.011596827954611805
2016-12-01,8.45638715955582,0.011220205218599968
2016-12-02,7.67124288720047,0.009932952505066072
2016-12-03,7.89398178550555,0.010303973269802586
2016-12-04,7.47449172238457,0.009752982026860483
2016-12-05,6.73351910169491,0.008946168446479821
2016-12-06,7.7770034289889,0.010244797694553102
2016-12-07,8.35538933781414,0.010922253891100867
2016-12-08,8.26426946493279,0.010765544397470453
2016-12-09,8.49242592811222,0.011001943764106814
2016-12-10,8.12186280713033,0.010473409718842091
2016-12-11,8.2296987445938,0.01068103810679341
2016-12-12,8.52116493980129,0.010945526923004554
2016-12-13,8.41006104558737,0.010796931106031901
2016-12-14,8.239893685564,0.01060524566650477
2016-12-15,7.81254800701344,0.010065423481097128
2016-12-16,7.8575081987142,0.010045007261324549
2016-12-17,7.79680409760374,0.009874335288809944
2016-12-18,7.90739229719462,0.010001344026848777
2016-12-19,7.60991483635301,0.009629402440554222
2016-12-20,7.62558996580947,0.009534639031460396
2016-12-21,7.88992567153711,0.009523332648702887
2016-12-22,7.58389207481006,0.008833872344110871
2016-12-23,7.16697962127411,0.00782795287481138
2016-12-24,7.24266080187025,0.008127271451924092
2016-12-25,7.20134819403857,0.008037189550892557
2016-12-26,7.24033197545295,0.008016299802942689
2016-12-27,7.15374168614845,0.007725833386960681
2016-12-28,7.62361589012274,0.007779509687072897
2016-12-29,8.30259408708358,0.008528930061644024
2016-12-30,8.21893582700175,0.008550857381045657
2016-12-31,8.12632962185856,0.008386559558005668
2017-01-01,8.17785176797195,0.008200342371556682
2017-01-02,8.3784564868498,0.008237772742321051
2017-01-03,9.69747177030976,0.009391232568023829
2017-01-04,11.0686323909994,0.009756427564257045
2017-01-05,10.2247939114553,0.010219703181639913
2017-01-06,10.1258320169492,0.011345928261817663
2017-01-07,9.92474459380479,0.010985343430121546
2017-01-08,10.4385973290473,0.011439746804032182
2017-01-09,10.3648285651666,0.011471753338948423
2017-01-10,10.6283672121566,0.011724632712095515
2017-01-11,9.97243464874343,0.01265032252408323
2017-01-12,9.77226410344828,0.012107725240435387
2017-01-13,9.81302504967855,0.01186944241862509
2017-01-14,9.77886792986558,0.01192479199845943
2017-01-15,9.87137750146113,0.01197187876651648
2017-01-16,9.61363526943308,0.011571010068954498
2017-01-17,10.2436392735243,0.011306110322216182
2017-01-18,10.2417576405611,0.011621723198904688
2017-01-19,10.4345745926359,0.011564881339102101
2017-01-20,10.6508334517826,0.011898052568701084
2017-01-21,10.9621638223261,0.011857804429419987
2017-01-22,10.7040929427236,0.011603766904187351
2017-01-23,10.7988108357686,0.011749130514606186
2017-01-24,10.545993207481,0.01187955399836046
2017-01-25,10.5133496668615,0.01173770978409851
2017-01-26,10.6258650140269,0.01159184260216072
2017-01-27,10.5341234798364,0.011444480849280823
2017-01-28,10.5638735827002,0.011447941449963106
2017-01-29,10.4949952659264,0.01146202295315718
2017-01-30,10.5793407966102,0.011495369291546875
2017-01-31,10.7060901987142,0.011054310877568304
2017-02-01,10.7228105669199,0.010858183994124353
2017-02-02,10.8279625645821,0.01074517778237494
2017-02-03,10.9571067597896,0.010791967645134052
2017-02-04,11.3959769257744,0.011023536034952267
2017-02-05,11.2444300976037,0.011082974699297364
2017-02-06,11.3366601163063,0.011078341106053628
2017-02-07,11.4869003085915,0.010902271876991897
2017-02-08,11.4007932261835,0.010833469915689868
2017-02-09,10.9898948129749,0.011182776010717984
2017-02-10,11.3733687919345,0.011411595890747032
2017-02-11,11.4835259848042,0.011354366408426688
2017-02-12,11.4637379637639,0.011392008581879914
2017-02-13,11.3888621858562,0.011389395380633913
2017-02-14,13.0940965563998,0.012936101947047876
2017-02-15,13.0142665108124,0.012835799600444103
2017-02-16,12.8854819877265,0.012428044629836552
2017-02-17,12.774232597896,0.012066303530949254
2017-02-18,12.8982752191701,0.012160511518604577
2017-02-19,12.8614133553478,0.012147316353032208
2017-02-20,12.7023435815313,0.011667565522489048
2017-02-21,12.8127439205143,0.01135020936529977
2017-02-22,12.7348605955582,0.011272763043285174
2017-02-23,13.2532427001753,0.011147841457902954
2017-02-24,13.1775699006429,0.01111572617355953
2017-02-25,13.6454301665693,0.011849056998106806
2017-02-26,14.6590073091759,0.012404901852543738
2017-02-27,15.6568423302162,0.013111259226826957
2017-02-28,15.6533547393337,0.013171790238927363
2017-03-01,17.2656843547633,0.014054742739119016
2017-03-02,19.204561207481,0.015206336767590173
2017-03-03,19.6547031858562,0.015243729091443562
2017-03-04,18.6842248883694,0.014724269946147665
2017-03-05,19.3011112244302,0.015123019053452445
2017-03-06,19.7310337568673,0.015387765335685692
2017-03-07,18.8391078433665,0.015260807655896772
2017-03-08,16.6778201776739,0.014475522956113474
2017-03-09,17.798087509059,0.014913071423677766
2017-03-10,19.1809420046756,0.017460551284380937
2017-03-11,21.4462162478083,0.018223826081207664
2017-03-12,23.2196188281707,0.01885094362263365
2017-03-13,28.5448137270602,0.02303122400144534
2017-03-14,28.5762455482174,0.022924514493562486
2017-03-15,34.6731720058445,0.02754787585842192
2017-03-16,44.7765893758036,0.03801001753268266
2017-03-17,44.127845295149,0.0411608656276471
2017-03-18,32.2416653909994,0.033495430986968756
2017-03-19,43.3432976668615,0.042484255254333296
2017-03-20,41.8270432928112,0.04030526381157292
2017-03-21,42.3989190461718,0.03813475676260587
2017-03-22,41.1990631186441,0.03971749835084788
2017-03-23,43.140975748685,0.04195887441013681
2017-03-24,52.9880817066043,0.056667896802605054
2017-03-25,50.1573111630625,0.051786336911008986
2017-03-26,50.380642766803,0.05231862647263527
2017-03-27,48.8407655622443,0.046830824158047735
